Transaction_unique_identifier,Price,Date_of_Transfer,Postcode,Property_Type,Old_New,Duration,PAON,SAON,Street,Locality,Town_City,District,County,PPD_Category_Type,Record_Status,count
{CAB845D7-694F-4819-94AB-9E2B47790C03},150000,2004-10-07 00:00,N12 8HX,F,N,L,INVEREY,FLAT 2,HOLDEN AVENUE,LONDON,LONDON,BARNET,GREATER LONDON,A,A,3
{33A3D074-732B-484E-A43D-1D13B4187AC3},185000,2004-05-28 00:00,N12 9UE,F,N,L,HENLEY HOUSE,FLAT 7,FRIERN PARK,LONDON,LONDON,BARNET,GREATER LONDON,A,A,3
{F8146C6C-A8EA-4DD2-9876-A6040316033C},220000,2004-01-09 00:00,N12 0EN,F,Y,L,100,FLAT 1010,KINGSWAY,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{92797071-58EA-4EED-B32C-A9BA9E7444D2},234402,2004-02-05 00:00,N12 0EN,F,Y,L,100,FLAT 1111,KINGSWAY,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{6FD8D3EC-473B-4C0F-9A92-A9D8D36B090E},250000,2004-05-04 00:00,N12 0EQ,F,Y,L,100,FLAT 902,KINGSWAY,LONDON,LONDON,BARNET,GREATER LONDON,A,A,3
{415EAAFB-8394-473D-9AD3-B4A4EE88436C},269303,2004-06-04 00:00,N12 0EQ,F,Y,L,100,FLAT 808,KINGSWAY,LONDON,LONDON,BARNET,GREATER LONDON,A,A,3
{AC1CE06E-E49B-4A18-89EE-B4AEA4B819D6},140000,2004-09-20 00:00,N12 9TG,F,N,L,"MURRAY HOUSE, 25",7,TORRINGTON PARK,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{D744B0EE-2BD5-47F3-B24B-AA203F3CB20A},180000,2004-07-30 00:00,N12 0LG,F,N,L,HURSTWOOD COURT,FLAT 254,WOODHOUSE ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{B62901EB-BE2E-4A3C-A514-A29A7124713E},233000,2005-10-20 00:00,N12 9LF,F,N,L,THE ELMS,2,FRIERN PARK,LONDON,LONDON,BARNET,GREATER LONDON,A,A,3
{E9B47854-48BE-4CD9-A374-62719E8206A3},209000,2005-02-21 00:00,N12 9HZ,F,N,L,ST ELIZABETHS COURT,FLAT 2,MAYFIELD AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,2
{CDC9A638-6805-4C3B-9580-A181E6226C36},187000,2005-09-22 00:00,N12 8TD,F,N,L,CLAIRE COURT,FLAT 20,WOODSIDE AVENUE,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{29C01650-29FC-4913-8B8F-87F0A09C116F},135000,2005-04-08 00:00,N12 9UL,F,N,L,"LYCHGATE COURT, 34",FLAT 4,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{724EA545-D13B-46A1-BD2F-847545DB7B89},180000,2005-11-14 00:00,N12 8EH,F,N,L,"THE CREST, 112",FLAT 8,NETHER STREET,,LONDON,BARNET,GREATER LONDON,A,A,4
{7AD38412-1CA7-438D-AF57-6641AF92D66E},248000,2005-11-10 00:00,N12 8TW,F,N,L,BROOKFIELD COURT,FLAT 3,WOODSIDE GRANGE ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,4
{A31662A6-A596-4657-8F25-D8E4604BCF6C},263000,2005-06-28 00:00,N12 0AT,F,N,L,"COMPTON COURT, 1",FLAT 4,CROWDER CLOSE,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{96946441-46D6-4D79-A2C5-98C3869C68A3},197000,2005-04-08 00:00,N12 0AW,F,N,L,"SOLOMONS COURT, 451",FLAT 24,HIGH ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,3
{7B325FDD-B887-4052-B656-6DF2EDDE19F1},183000,2005-05-25 00:00,N12 8RD,F,N,L,"BLUEBELL COURT, 22",FLAT 2,WOODSIDE LANE,,LONDON,BARNET,GREATER LONDON,A,A,4
{3430810A-0522-42A8-A5C9-D1F160E2053F},175000,2005-09-02 00:00,N12 0AU,F,N,L,GRANVILLE PLACE,18,HIGH ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,3
{19B95695-0ADB-4707-B57F-CE6DCABDC6CB},268000,2005-07-22 00:00,N12 0EQ,F,N,L,100,FLAT 902,KINGSWAY,LONDON,LONDON,BARNET,GREATER LONDON,A,A,3
{631FEBA0-3E9C-45E8-93C0-6A913B19F6DD},198000,2005-04-29 00:00,N12 0AW,F,Y,L,"SOLOMONS COURT, 451",FLAT 48,HIGH ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{B629ECB5-7E86-4F09-8529-D91D1AC77429},365000,2005-03-23 00:00,N12 0EN,F,N,L,100,FLAT 1413,KINGSWAY,LONDON,LONDON,BARNET,GREATER LONDON,A,A,3
{4485AEE2-8510-42C8-8B8C-EB18B969F93A},165000,2005-10-14 00:00,N12 8JN,F,Y,L,ROBART HOUSE,FLAT 7,LODGE LANE,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{94934C19-7E12-4A73-93AA-E42D57DBFD5E},280000,2005-04-29 00:00,N12 0AW,F,Y,L,"SOLOMONS COURT, 451",FLAT 65,HIGH ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{F2E191D4-3DD6-44E4-A3CD-D5D2FCCE12D5},250000,2005-12-17 00:00,N12 7DP,F,N,L,79,FLAT 7,HOLDEN ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,3
{3188AB22-4F4B-432B-AD52-890C6BDF70D7},240000,2005-05-23 00:00,N12 0EN,F,N,L,100,FLAT 1311,KINGSWAY,LONDON,LONDON,BARNET,GREATER LONDON,A,A,4
{FF9C365E-41BA-4B8B-9DCB-CEE0F84753D9},320000,2005-12-07 00:00,N12 8XD,F,N,L,EMERALD COURT,FLAT 7,WOODSIDE PARK ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{0F92D655-AF10-4969-811E-8CC64BC0F9BF},169950,2005-09-07 00:00,N12 8DG,F,N,L,DERBY HOUSE,FLAT 3,COLERIDGE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{4EFE08E3-C82C-414A-838F-AAAB9B52DCF8},247000,2005-10-07 00:00,N12 8LR,F,N,L,CAVENDISH HOUSE,FLAT 7,WOODSIDE GRANGE ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{5425C87A-94A0-412B-BE1F-71048E4F6582},230000,2005-09-20 00:00,N12 8RU,F,N,L,CHOLMELEY COURT,FLAT 3,WOODSIDE PARK ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,3
{548173AE-F225-448B-9465-198014D23517},185000,2005-06-03 00:00,N12 8XA,F,N,L,ARDEN GRANGE,FLAT 6,AVENUE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{B9394EDC-432A-4ACC-878A-1983FCCEC7BB},180000,2005-09-26 00:00,N12 9DG,F,N,L,PARK LODGE,FLAT 5,FRIERN PARK,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{71D0B660-11B2-4C2D-B5C0-E517D989B4B8},215000,2005-07-26 00:00,N12 7NP,F,N,L,57,FLAT 3,NETHER STREET,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{A8C9BA2C-B928-4D0E-9C93-A7CABD2D0A8A},168500,2005-10-13 00:00,N12 7DX,F,N,L,"HOLDEN HEIGHTS, 161",FLAT 6,HOLDEN ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{F7112ADA-058F-4185-A22F-EC7601AB8F2E},140000,2005-12-15 00:00,N12 0EW,F,N,L,KINGS LODGE,FLAT 50,KINGSWAY,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{96798F90-075E-4998-842B-EC7C169789B9},198000,2005-03-14 00:00,N12 0AW,F,Y,L,"SOLOMONS COURT, 451",FLAT 7,HIGH ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{A33547D6-98D5-441A-982B-F739BC5A2059},205000,2005-02-23 00:00,N12 9DN,F,N,L,"COACHMAN LODGE, 24 - 26",FLAT 6,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,3
{610054C1-6A20-4B69-B9B6-83B0EB0926C1},248000,2005-05-26 00:00,N12 8TW,F,N,L,BROOKFIELD COURT,FLAT 10,WOODSIDE GRANGE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,4
{4A7EDAC6-C3FC-4B97-B407-F3BBE54C15B2},231500,2005-07-29 00:00,N12 8HL,F,N,L,"QUEENSGATE COURT, 44",FLAT 7,ALEXANDRA GROVE,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{53C23AEA-1ACC-40A8-B6DD-873DA053DB7D},235000,2005-04-15 00:00,N12 0BD,F,N,L,63,GROUND FLOOR FLAT,ETON AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,6
{7CF243EB-9514-4DFE-991C-ECB375BDCB57},197000,2005-03-11 00:00,N12 0AW,F,Y,L,"SOLOMONS COURT, 451",FLAT 12,HIGH ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{2461BD83-2450-4A81-9823-2110D598D28B},172500,2005-04-14 00:00,N12 8BD,F,N,L,SONIA COURT,FLAT 1,SONIA GARDENS,LONDON,LONDON,BARNET,GREATER LONDON,A,A,4
{4C84D3F3-4CEF-47FA-9B72-921A0CC04358},203000,2005-11-30 00:00,N12 8RQ,F,N,L,FOREST COURT,FLAT 34,HOLDEN AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,3
{196F8F74-F572-4E0C-9F35-F3E6BF64D26F},295000,2005-03-11 00:00,N12 8HU,F,N,L,HOLMDENE,FLAT 6,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,4
{66C55F99-407E-4FF8-B9E7-E28D7F9B77E0},345000,2005-07-08 00:00,N12 8HX,F,N,L,INVEREY,FLAT 7,HOLDEN AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,2
{E47096F0-4794-47A1-BA26-8B0FE7CE2594},170000,2005-04-21 00:00,N12 9TR,F,N,L,WAVERLEY COURT,FLAT 6,TORRINGTON PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{06912541-74DB-467A-81C1-E62522C99E7C},245000,2005-12-21 00:00,N12 0EQ,F,N,L,100,FLAT 801,KINGSWAY,LONDON,LONDON,BARNET,GREATER LONDON,A,A,4
{05997235-AC91-487D-84BE-E2A9CB2398E9},266000,2005-03-11 00:00,N12 8EU,F,N,L,"WESTLEIGH COURT, 122 - 124",FLAT 5,NETHER STREET,,LONDON,BARNET,GREATER LONDON,A,A,4
{8DEE332D-DF0A-438E-9A49-FB31822DED7F},235000,2005-06-10 00:00,N12 8PA,F,N,L,GREEN LAWNS,11,MOSS HALL GROVE,,LONDON,BARNET,GREATER LONDON,A,A,3
{FF5FDC60-63CE-4BE8-A9A8-FB34EE87D501},250000,2005-09-23 00:00,N12 8EP,F,N,L,15,FLAT 1,AVONDALE AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,4
{3E8DF918-2E98-4B43-90C3-87D72FC80C5B},141000,2005-11-23 00:00,N12 0EW,F,N,L,KINGS LODGE,FLAT 44,KINGSWAY,,LONDON,BARNET,GREATER LONDON,A,A,5
{10556030-A76A-4F8D-B860-92A1110A8406},71250,2005-12-21 00:00,N12 0TA,F,N,L,"JASMINE COURT, 3",FLAT 2,FALLOWFIELDS DRIVE,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{E3BA3CBE-8052-4FBE-9BEB-6BF637692E67},215000,2005-05-11 00:00,N12 9DN,F,N,L,"COACHMAN LODGE, 24 - 26",FLAT 5,FRIERN PARK,LONDON,LONDON,BARNET,GREATER LONDON,A,A,3
{43F8C3B3-F72E-4333-9119-910B00F4493A},214000,2005-11-02 00:00,N12 9NG,F,N,L,ARUNDEL COURT,FLAT 3,WOODHOUSE ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{05542CD9-9197-4428-9A29-86612F2EAB60},130000,2005-04-08 00:00,N12 9UL,F,N,L,"LYCHGATE COURT, 34",FLAT 8,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,5
{D17EAF85-CD40-4292-935B-6171EF172724},275000,2005-02-18 00:00,N12 8LR,F,N,L,CAVENDISH HOUSE,FLAT 16,WOODSIDE GRANGE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,5
{B2F40E37-6082-452A-8C87-EE3F0EEA20EF},247500,2005-06-28 00:00,N12 0AT,F,Y,L,"COMPTON COURT, 1",FLAT 2,CROWDER CLOSE,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{8214F90F-6448-4242-8C3D-C58549518EBB},172000,2005-01-28 00:00,N12 8AZ,F,N,L,"GRIFFIN LODGE, 31",FLAT 11,WOODSIDE AVENUE,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{9B630C27-7ACB-438F-98BE-9165B29DCD99},245000,2005-04-01 00:00,N12 0AW,F,N,L,"SOLOMONS COURT, 451",FLAT 39,HIGH ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,4
{D74C2B56-1CBD-4F2E-9854-BB202F6297DC},210000,2005-03-30 00:00,N12 0AW,F,N,L,"SOLOMONS COURT, 451",FLAT 28,HIGH ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{345D7E04-7EF7-4A31-B848-86E47DEE8790},240000,2005-09-30 00:00,N12 8PA,F,N,L,GREEN LAWNS,9,MOSS HALL GROVE,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{8E41757F-AB2C-460F-A69C-86F176367C2A},174950,2005-05-06 00:00,N12 0AR,F,N,L,NORTH GATES,FLAT 4,HIGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{97681C2F-FF67-4D91-B3E9-8E1C937CBB7B},250000,2005-06-28 00:00,N12 0AT,F,Y,L,"COMPTON COURT, 1",FLAT 8,CROWDER CLOSE,LONDON,LONDON,BARNET,GREATER LONDON,A,A,4
{F4172EE0-7646-499C-A984-7570A97D19B9},236350,2005-04-29 00:00,N12 7DX,F,N,L,"HOLDEN HEIGHTS, 161",FLAT 2,HOLDEN ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{A37801A0-36D6-433F-AB51-F5E6885F7C91},174950,2005-05-06 00:00,N12 0AR,F,N,L,NORTH GATES,FLAT 4,HIGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{6AE2E456-BAA2-4A25-914A-75809B5AEF0B},217000,2005-07-29 00:00,N12 8RQ,F,N,L,FOREST COURT,FLAT 36,HOLDEN AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,4
{E9FF54ED-624C-4D99-A194-C60DA59474F0},315000,2005-01-31 00:00,N12 8AL,F,N,F,FINCHLEY LODGE,FLAT 10,GAINSBOROUGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{C352CCD4-8117-41D1-A1F6-F451C1B6204D},181990,2005-09-01 00:00,N12 0NS,F,N,L,47,FLAT 2,CHURCHFIELD AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,2
{4AB210D1-9257-479E-A984-BF29630C014A},162000,2005-12-15 00:00,N12 0AX,F,N,L,GRANVILLE PLACE,42A,HIGH ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{E24A7D60-FFA5-4899-8D3A-F1059639FE2D},190000,2005-06-21 00:00,N12 9JX,F,N,L,"GOLFERS VIEW, 54",FLAT 4,FINCHLEY PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{13FF8962-74F8-40F6-9297-5598228D9840},176000,2005-08-23 00:00,N12 7DG,F,N,L,"GARDEN COURT, 63",FLAT 33,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{A285B8A1-1AAC-4D0D-9F8B-C670EC69D015},140000,2005-05-09 00:00,N12 9UL,F,N,L,"LYCHGATE COURT, 34",FLAT 1,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,4
{D7B698F4-9300-41D2-B444-C6B311D312DA},312500,2005-05-05 00:00,N12 8SW,F,N,L,"BIRCH COURT, 8",FLAT 1,WOODSIDE GRANGE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{7CB1C142-867A-4432-80B2-F86EB9D2BE72},267000,2005-09-06 00:00,N12 7EL,F,N,L,"HENDERSON COURT, 88",FLAT 29,HOLDEN ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,3
{C39B227C-9184-4B8C-8657-C33293838BE7},670000,2005-03-31 00:00,N12 0EN,F,Y,L,100,FLAT 1505,KINGSWAY,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{C2056228-8B87-4AED-990C-52171A85D412},280000,2005-07-29 00:00,N12 8DD,T,N,F,6,FLAT 2,DERBY AVENUE,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{4B8C70A6-B505-416E-93E7-C6DB21376876},193000,2005-04-22 00:00,N12 8TD,F,N,L,CLAIRE COURT,FLAT 2,WOODSIDE AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,2
{4AAAABA9-DBE3-4304-BFF7-35AD70BA92C0},241000,2005-02-18 00:00,N12 7DN,F,N,L,"VICARAGE COURT, 38 - 40",FLAT 16,HOLDEN ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{F0054B4E-94E3-423F-AB93-2EC349744743},300000,2005-06-01 00:00,N12 8LP,F,N,L,"SILVERBELL COURT, 2",FLAT 1,HOPTREE CLOSE,LONDON,LONDON,BARNET,GREATER LONDON,A,A,3
{251BB544-1246-4125-9AFD-DAD53D98B5BA},70000,2005-03-24 00:00,N12 9LN,F,N,L,"AIDANS COURT, 110",FLAT 3,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{31928617-D022-4D24-A936-2F2764CB72EB},320000,2005-05-05 00:00,N12 8TN,F,N,L,"WILLOW COURT, 9",FLAT 3,WOODSIDE GRANGE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{64E3C9D1-18E1-4E7A-BE68-2F2B5BAFF3B2},187150,2005-04-01 00:00,N12 0AW,F,N,L,"SOLOMONS COURT, 451",FLAT 34,HIGH ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{1884ABBA-49CC-41AC-B3C7-2BCAFCF01AD3},203500,2005-01-25 00:00,N12 7DX,F,N,L,"HOLDEN HEIGHTS, 161",FLAT 7,HOLDEN ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,3
{D4A02431-D2A0-458A-AFCA-2F6CF2B42590},250000,2005-02-25 00:00,N12 0AW,F,N,L,"SOLOMONS COURT, 451",FLAT 1,HIGH ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{A8068AF6-1281-4397-8DA9-2BD6135077D1},670000,2005-03-31 00:00,N12 0EN,F,N,L,100,FLAT 1511,KINGSWAY,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{E51871EB-8869-4A3B-9895-5C3534B12061},151000,2005-08-16 00:00,N12 9DT,F,N,L,64,GROUND FLOOR MAISONETTE,STANHOPE ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,3
{B62D4776-E9C7-444E-BC30-5C426720B28A},280000,2005-04-28 00:00,N12 8LP,F,N,L,"SILVERBELL COURT, 2",FLAT 3,HOPTREE CLOSE,LONDON,LONDON,BARNET,GREATER LONDON,A,A,4
{4B165A27-6868-44BA-9758-01DD7B42D92F},152000,2005-10-03 00:00,N12 9LT,F,N,L,FERNHALL,FLAT 9,FRIERN PARK,LONDON,LONDON,BARNET,GREATER LONDON,A,A,3
{36447CB6-C534-411A-BDBE-0147774D6A73},155000,2005-01-06 00:00,N12 0DS,F,N,L,"CHELWOOD LODGE, 11",FLAT 1,CHRISTCHURCH AVENUE,LONDON,LONDON,BARNET,GREATER LONDON,A,A,3
{05853C18-1E94-4F00-A003-D65524D9DD55},233752,2005-06-28 00:00,N12 0AW,F,N,L,"SOLOMONS COURT, 451",FLAT 68,HIGH ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,3
{3A633E26-D79E-412E-870C-EAAE747901D2},201000,2005-10-28 00:00,N12 8AE,F,N,L,GAINSBOROUGH COURT,FLAT 6,NETHER STREET,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{1FFB3AD2-B3B5-4E31-8925-5C816ACBFA96},215000,2005-07-08 00:00,N12 9DN,F,N,L,"COACHMAN LODGE, 24 - 26",FLAT 5,FRIERN PARK,LONDON,LONDON,BARNET,GREATER LONDON,A,A,3
{0F860BC4-D046-4497-BA40-7AF27518ED43},228000,2005-04-05 00:00,N12 7NP,F,N,L,75,FIRST FLOOR FLAT,NETHER STREET,LONDON,LONDON,BARNET,GREATER LONDON,A,A,3
{C76FDD0D-5369-4E23-8404-ABC89472BB17},210000,2005-03-18 00:00,N12 0DT,F,N,L,COLMAN COURT,17,CHRISTCHURCH AVENUE,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{A136DEEA-1148-40D5-BAF3-06ACE566E5DC},273000,2005-04-25 00:00,N12 0AW,F,N,L,"SOLOMONS COURT, 451",FLAT 23,HIGH ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{5201F94F-D232-43F1-B764-06C92472CE49},205000,2005-06-01 00:00,N12 9DN,F,N,L,"COACHMAN LODGE, 24 - 26",FLAT 4,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{ED49792B-58A7-4407-AF29-0A7D478622EB},250000,2005-11-30 00:00,N12 0EN,F,N,L,100,FLAT 1311,KINGSWAY,LONDON,LONDON,BARNET,GREATER LONDON,A,A,4
{930525C9-8F37-44B8-906D-A89FE336DAE6},197000,2005-02-25 00:00,N12 0AW,F,Y,L,"SOLOMONS COURT, 451",FLAT 8,HIGH ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{1EC10E6F-E41A-49CF-8C63-0E81BFB5E081},175500,2005-05-31 00:00,N12 0AR,F,N,L,NORTH GATES,FLAT 22,HIGH ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{B7A24950-B5EF-41B0-86A6-40D31754E7B6},197000,2005-05-11 00:00,N12 0AW,F,N,L,"SOLOMONS COURT, 451",FLAT 59,HIGH ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{A461E57F-9C3F-4A38-A46F-39B9E8A22102},140000,2005-11-30 00:00,N12 9LT,F,N,L,FERNHALL,FLAT 3,FRIERN PARK,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{F27DF8D3-F28D-4FA6-9BC0-4800B9D7E5C8},202500,2005-12-14 00:00,N12 8QU,F,N,L,6,GROUND FLOOR FLAT,WOODSIDE GROVE,LONDON,LONDON,BARNET,GREATER LONDON,A,A,5
{21C481C4-E9B4-4282-8748-1518FB600E84},197000,2005-04-29 00:00,N12 0AW,F,N,L,"SOLOMONS COURT, 451",FLAT 60,HIGH ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{B276FDA0-133F-4866-A676-0EBBF48AE5DB},207000,2005-08-10 00:00,N12 8DG,F,N,L,DERBY HOUSE,FLAT 2,COLERIDGE ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,5
{CC1F06A5-EC04-4874-A406-F636C652D273},220000,2005-01-20 00:00,N12 0LA,T,N,F,ST JOHNS COTTAGES,3,SUMMERS LANE,,LONDON,BARNET,GREATER LONDON,A,A,4
{E7461951-6A5D-4F1F-955E-416B3794F864},205000,2005-04-29 00:00,N12 0AW,F,N,L,"SOLOMONS COURT, 451",FLAT 63,HIGH ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{F2096A3B-A979-4A41-8B5E-EF6F41C4E988},197500,2005-11-25 00:00,N12 8RF,F,N,L,BEECHOLME,FLAT 10,WOODSIDE PARK ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,4
{8044F363-4F16-4513-9DE5-EF73BFB4171E},248000,2005-05-31 00:00,N12 0HJ,F,N,L,32,FLAT 1,GRANVILLE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{5006AE68-F196-4C9B-8A8D-2A1633648C22},182000,2005-12-14 00:00,N12 8TR,F,N,L,TERRACE HOUSE,FLAT 4,CROFT MEWS,LONDON,LONDON,BARNET,GREATER LONDON,A,A,4
{108513A5-0FCF-4A04-8B7E-386F77F72DF5},149000,2005-05-16 00:00,N12 0ND,F,N,L,HALLIWICK COURT,14,WOODHOUSE ROAD,,LONDON,BARNET,GREATER LONDON,A,A,3
{95CF6189-25EB-4541-BB4A-3DFE98CF21B6},170000,2005-10-03 00:00,N12 8HJ,F,N,L,VIVIAN COURT,FLAT 3,ALEXANDRA GROVE,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{ED5CF747-0D20-4FDA-8CD7-EFA0C708565E},190000,2005-06-29 00:00,N12 8BN,F,N,L,"DOWNING COURT, 60",FLAT 17,GAINSBOROUGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{67F64D66-452C-4DA2-B873-3167E4EF3224},150000,2005-09-29 00:00,N12 9HW,F,N,L,"HOMAN COURT, 17",FLAT 15,FRIERN WATCH AVENUE,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{56ED6AAE-27B3-4386-A7A7-2A56F1C6A2BE},187000,2005-09-09 00:00,N12 0LG,F,N,L,HURSTWOOD COURT,FLAT 264,WOODHOUSE ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,3
{6E9081ED-3D36-4D2B-A5E0-A5E374648656},318000,2005-08-31 00:00,N12 8LA,F,N,L,"WINTERBERRY COURT, 71",FLAT 1,WOODSIDE PARK ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{CA7178B7-0609-4541-89D8-B4220AD491E1},120000,2005-10-11 00:00,N12 9UL,F,N,L,"LYCHGATE COURT, 34",FLAT 39,FRIERN PARK,LONDON,LONDON,BARNET,GREATER LONDON,A,A,4
{90531F35-050F-4116-9705-4FCC8A135363},210000,2005-10-20 00:00,N12 8TD,F,N,L,CLAIRE COURT,FLAT 25,WOODSIDE AVENUE,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{11BC388C-E77D-4800-AD43-A6122CB552DF},209000,2005-07-01 00:00,N12 8AP,F,N,L,WOODSIDE COURT,FLAT 2,WOODSIDE AVENUE,LONDON,LONDON,BARNET,GREATER LONDON,A,A,3
{1F9E1FCA-819E-4BBB-903D-3CB5A3239CE1},170000,2005-08-01 00:00,N12 0DS,F,N,L,"CHELWOOD LODGE, 11",FLAT 8,CHRISTCHURCH AVENUE,,LONDON,BARNET,GREATER LONDON,A,A,2
{A5398F61-31B2-4C5D-9CE4-A615FF3F9333},195000,2005-09-05 00:00,N12 8TD,F,N,L,CLAIRE COURT,FLAT 14,WOODSIDE AVENUE,LONDON,LONDON,BARNET,GREATER LONDON,A,A,2
{4EFAFF4A-7F7C-42A6-957B-4CCA14B65619},120000,2005-04-19 00:00,N12 0DU,F,N,L,THE WOODLANDS,21,HIGH ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2
{26CC89D6-75BF-414C-86AB-98F45BA0D72D},82000,2005-02-10 00:00,N12 9LN,F,N,L,"AIDANS COURT, 110",FLAT 6,FRIERN PARK,,LONDON,BARNET,GREATER LONDON,A,A,2
{4CF420D0-C2F0-4C36-BD3C-545324335AD9},110000,2005-08-30 00:00,N12 8AL,F,N,L,FINCHLEY LODGE,FLAT 4,GAINSBOROUGH ROAD,LONDON,LONDON,BARNET,GREATER LONDON,A,A,5
{B400F898-C626-40C9-988B-9CD9381A4778},232500,2005-12-20 00:00,N12 8BD,F,N,L,SONIA COURT,FLAT 1,SONIA GARDENS,LONDON,LONDON,BARNET,GREATER LONDON,A,A,4
